product_id,website,img_path 1,product_name,clothes,gender,price,color,material,length,size,discount,sales,rate_num,rate_sco,product_path,shop_name
211,Tiki,database/product/image214.png,Long pleated skirt with belt in wrinkle-free fabric Free size (VAY36),Skirts,Girl,159,Cream,Other,Medium,Freesize,,110,22,4.3,https://tiki.vn/chan-vay-xep-ly-dang-dai-co-dai-chat-vai-khong-nhan-free-size-vay36-p53090891.html?spid=53090897,Ant home
212,Tiki,database/product/image215.png,Long pleated skirt with belt in wrinkle-free fabric Free size (VAY36),Skirts,Girl,159,Yellow,Other,Medium,Freesize,,110,22,4.3,https://tiki.vn/chan-vay-xep-ly-dang-dai-co-dai-chat-vai-khong-nhan-free-size-vay36-p53090891.html?spid=53090898,Ant home
213,Tiki,database/product/image216.png,Long pleated skirt with belt in wrinkle-free fabric Free size (VAY36),Skirts,Girl,159,Blue,Other,Medium,Freesize,,110,22,4.3,https://tiki.vn/chan-vay-xep-ly-dang-dai-co-dai-chat-vai-khong-nhan-free-size-vay36-p53090891.html?spid=53090899,Ant home
214,Tiki,database/product/image217.png,Long pleated skirt with belt in wrinkle-free fabric Free size (VAY36),Skirts,Girl,159,Black,Other,Medium,Freesize,,110,22,4.3,https://tiki.vn/chan-vay-xep-ly-dang-dai-co-dai-chat-vai-khong-nhan-free-size-vay36-p53090891.html?spid=53090900,Ant home
215,Tiki,database/product/image218.png,Long pleated skirt with belt in wrinkle-free fabric Free size (VAY36),Skirts,Girl,159,Red,Other,Medium,Freesize,,110,22,4.3,https://tiki.vn/chan-vay-xep-ly-dang-dai-co-dai-chat-vai-khong-nhan-free-size-vay36-p53090891.html?spid=53090901,Ant home
216,Tiki,database/product/image219.png,"Cute Flower Dress Retro Style DN077 MayHomes, Fashion, Gentle",Dresses,Girl,149.52,Purple,Other,Short,"S, M, L, XL",11%,57,16,3.9,https://tiki.vn/dam-hoa-de-thuong-phong-cach-retro-dn077-mayhomes-thoi-trang-diu-dang-p56343693.html?spid=56343711,MAYHOMES Official Store
217,Tiki,database/product/image220.png,"Cute Flower Dress Retro Style DN077 MayHomes, Fashion, Gentle",Dresses,Girl,149.52,Yellow,Other,Short,"S, M, L, XL",11%,57,16,3.9,https://tiki.vn/dam-hoa-de-thuong-phong-cach-retro-dn077-mayhomes-thoi-trang-diu-dang-p56343693.html?spid=56343712,MAYHOMES Official Store
218,Tiki,database/product/image221.png,"Long-sleeved turtleneck wool dress, autumn-winter long dress made of soft guangzhou ribbed wool fabric",Dresses,Girl,105,White,Other,Long,Freesize,,52,31,5,https://tiki.vn/vay-len-suong-dai-tay-co-lo-dam-dang-dai-thu-dong-vai-len-gan-to-hang-quang-chau-mem-mai-p141581670.html?spid=141581672,spirit shop
219,Tiki,database/product/image222.png,"Long-sleeved turtleneck wool dress, autumn-winter long dress made of soft guangzhou ribbed wool fabric",Dresses,Girl,105,Black,Other,Long,Freesize,,52,31,5,https://tiki.vn/vay-len-suong-dai-tay-co-lo-dam-dang-dai-thu-dong-vai-len-gan-to-hang-quang-chau-mem-mai-p141581670.html?spid=141581673,spirit shop
220,Tiki,database/product/image223.png,"Short-sleeved Lace Dress with Wavy Collar DN089 MayHomes Beautiful, Sexy Design, Durable Fabric, Skillful Seams",Dresses,Girl,208.05,Blue,Other,Short,"S, M, L",5%,46,4,4.8,https://tiki.vn/dam-ren-tay-ngan-co-gon-song-dn089-mayhomes-kieu-dang-xinh-goi-cam-vai-ben-dep-duong-may-kheo-leo-p201160788.html?spid=201160794,MAYHOMES Official Store
221,Tiki,database/product/image224.png,"Short-sleeved Lace Dress with Wavy Collar DN089 MayHomes Beautiful, Sexy Design, Durable Fabric, Skillful Seams",Dresses,Girl,208.05,White,Other,Short,"S, M, L",5%,46,4,4.8,https://tiki.vn/dam-ren-tay-ngan-co-gon-song-dn089-mayhomes-kieu-dang-xinh-goi-cam-vai-ben-dep-duong-may-kheo-leo-p201160788.html?spid=201160795,MAYHOMES Official Store
222,Tiki,database/product/image225.png,"Short-sleeved Lace Dress with Wavy Collar DN089 MayHomes Beautiful, Sexy Design, Durable Fabric, Skillful Seams",Dresses,Girl,208.05,Pink,Other,Short,"S, M, L",5%,46,4,4.8,https://tiki.vn/dam-ren-tay-ngan-co-gon-song-dn089-mayhomes-kieu-dang-xinh-goi-cam-vai-ben-dep-duong-may-kheo-leo-p201160788.html?spid=201160796,MAYHOMES Official Store
223,Tiki,database/product/image226.png,"ArcticHunter plaid shirt collar dress with front pockets, genuine brand fashion",Dresses,Girl,199,Brown,,,"L, M, XL, 2XL",,472,143,4.5,https://tiki.vn/dam-suong-dui-co-so-mi-tui-bo-truoc-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p67055885.html?spid=67055916,ArcticHunter Store
224,Tiki,database/product/image227.png,"ArcticHunter plaid shirt collar dress with front pockets, genuine brand fashion",Dresses,Girl,199,Green,Other,Short,"L, M, XL, 2XL",,472,143,4.5,https://tiki.vn/dam-suong-dui-co-so-mi-tui-bo-truoc-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p67055885.html?spid=67055917,ArcticHunter Store
225,Tiki,database/product/image228.png,"ArcticHunter plaid shirt collar dress with front pockets, genuine brand fashion",Dresses,Girl,199,Blue,Other,Short,"L, M, XL, 2XL",,472,143,4.5,https://tiki.vn/dam-suong-dui-co-so-mi-tui-bo-truoc-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p67055885.html?spid=67055918,ArcticHunter Store
226,Tiki,database/product/image229.png,"ArcticHunter plaid shirt collar dress with front pockets, genuine brand fashion",Dresses,Girl,199,Black,Other,Short,"L, M, XL, 2XL",,472,143,4.5,https://tiki.vn/dam-suong-dui-co-so-mi-tui-bo-truoc-arctichunter-thoi-trang-thuong-hieu-chinh-hang-p67055885.html?spid=67055919,ArcticHunter Store
227,Tiki,database/product/image230.png,"Flared party dress with heart collar and luxurious buttons, sizes from 38-71kg",Dresses,Girl,199,Pink,Other,Medium,"M, L, XL, 2XL",,130,58,4,https://tiki.vn/dam-xoe-du-tiec-co-tim-phoi-nut-sang-trong-size-tu-38-71kg-p61538888.html?spid=61538890,TINA FASHION
228,Tiki,database/product/image231.png,"Flared party dress with heart collar and luxurious buttons, sizes from 38-71kg",Dresses,Girl,199,Black,Other,Medium,"M, L, XL, 2XL",,130,58,4.1,https://tiki.vn/dam-xoe-du-tiec-co-tim-phoi-nut-sang-trong-size-tu-38-71kg-p61538888.html?spid=61538891,TINA FASHION
229,Tiki,database/product/image232.png,"Flared party dress with heart collar and luxurious buttons, sizes from 38-71kg",Dresses,Girl,199,Red,Other,Medium,"M, L, XL, 2XL",,130,58,4.2,https://tiki.vn/dam-xoe-du-tiec-co-tim-phoi-nut-sang-trong-size-tu-38-71kg-p61538888.html?spid=61538892,TINA FASHION
230,Tiki,database/product/image233.png,Women's Fashion Wool Dress - KT2501,Dresses,Girl,450,Brown,Other,Medium,Freesize,,38,13,4.2,https://tiki.vn/dam-len-nu-thoi-trang-kt2501-p45604992.html?spid=73482079,Haint Boutique Official
231,Tiki,database/product/image234.png,"Women's bodycon dress, long-sleeved fingerless dress, super body product",Dresses,Girl,99,Grey,Other,Short,Freesize,,7,3,5,https://tiki.vn/vay-dam-body-nu-vay-dam-om-dai-tay-xo-ngon-sieu-pham-body-p114277209.html?spid=114277233,SoLa Shop
232,Tiki,database/product/image235.png,"Women's bodycon dress, long-sleeved fingerless dress, super body product",Dresses,Girl,99,Black,Other,Short,Freesize,,7,3,5,https://tiki.vn/vay-dam-body-nu-vay-dam-om-dai-tay-xo-ngon-sieu-pham-body-p114277209.html?spid=114277234,SoLa Shop
233,Tiki,database/product/image236.png,"Women's bodycon dress, long-sleeved fingerless dress, super body product",Dresses,Girl,99,Red,Other,Short,Freesize,,7,3,5,https://tiki.vn/vay-dam-body-nu-vay-dam-om-dai-tay-xo-ngon-sieu-pham-body-p114277209.html?spid=114277235,SoLa Shop
234,Tiki,database/product/image237.png,"Long-sleeved wool straight dress with sleeves, women's long ribbed wool straight dress in autumn and winter 3 warm colors",Dresses,Girl,85,Cream,Other,Medium,Freesize,,133,46,4.3,https://tiki.vn/vay-len-suong-dai-tay-bo-tay-dam-suong-nu-len-gan-dang-dai-thu-dong-3-mau-ap-ap-p147003905.html?spid=147003907,Jellystore Fashion
235,Tiki,database/product/image238.png,"Long-sleeved wool straight dress with sleeves, women's long ribbed wool straight dress in autumn and winter 3 warm colors",Dresses,Girl,85,Brown,Other,Medium,Freesize,,133,46,4.3,https://tiki.vn/vay-len-suong-dai-tay-bo-tay-dam-suong-nu-len-gan-dang-dai-thu-dong-3-mau-ap-ap-p147003905.html?spid=147003908,Jellystore Fashion
236,Tiki,database/product/image239.png,"Long-sleeved wool straight dress with sleeves, women's long ribbed wool straight dress in autumn and winter 3 warm colors",Dresses,Girl,85,Black,Other,Medium,Freesize,,133,46,4.3,https://tiki.vn/vay-len-suong-dai-tay-bo-tay-dam-suong-nu-len-gan-dang-dai-thu-dong-3-mau-ap-ap-p147003905.html?spid=147003909,Jellystore Fashion
237,Tiki,database/product/image240.png,"Dui Viet women's straight dress with 2 rib pockets, loose shirt collar, personality style, fashion, genuine brand DV61",Dresses,Girl,299,Green,Linen,Long,"L, M, XL, 2XL",,29,5,4.8,https://tiki.vn/dam-dui-dang-suong-dai-form-rong-dam-dui-mix-kieu-so-mi-phong-cach-ca-tinh-dv61-p180247331.html?spid=180247347,DUI VIET Official
238,Tiki,database/product/image241.png,"Dui Viet women's straight dress with 2 rib pockets, loose shirt collar, personality style, fashion, genuine brand DV62",Dresses,Girl,299,Grey,Linen,Long,"L, M, XL, 2XL",,29,5,4.8,https://tiki.vn/dam-dui-dang-suong-dai-form-rong-dam-dui-mix-kieu-so-mi-phong-cach-ca-tinh-dv61-p180247331.html?spid=180247348,DUI VIET Official
239,Tiki,database/product/image242.png,"Dui Viet women's straight dress, long shape with 2 rib pockets, wide form dress with shirt collar, personality style and fashion, genuine brand DV63",Dresses,Girl,299,Black,Linen,Long,"L, M, XL, 2XL",,29,5,4.8,https://tiki.vn/dam-dui-dang-suong-dai-form-rong-dam-dui-mix-kieu-so-mi-phong-cach-ca-tinh-dv61-p180247331.html?spid=180247349,DUI VIET Official
240,Tiki,database/product/image243.png,Luxurious pleated collar maxi dress with bow tie at the waist,Dresses,Girl,194,Purple,Other,Long,Freesize,,10,3,5,https://tiki.vn/dam-maxi-co-xep-ly-cot-no-eo-sang-trong-p196410321.html?spid=196410323,Hong tran shop
241,Tiki,database/product/image244.png,Luxurious pleated collar maxi dress with bow tie at the waist,Dresses,Girl,194,White,Other,Long,Freesize,,10,3,5,https://tiki.vn/dam-maxi-co-xep-ly-cot-no-eo-sang-trong-p196410321.html?spid=196410324,Hong tran shop
242,Tiki,database/product/image245.png,Middle-aged Women's Slim Waist Dress 700TB,Dresses,Girl,285,Green,Other,Medium,"S, M, L, XL, 2XL, 3XL, 4XL, 5XL, 6XL",,22,10,4.5,https://tiki.vn/dam-nu-trung-nien-rut-eo-700tb-p9969888.html?spid=73615827,Thu Huyen fashion
243,Tiki,database/product/image246.png,Middle-aged Women's Slim Waist Dress 700TB,Dresses,Girl,285,Red,Other,Medium,"S, M, L, XL, 2XL, 3XL, 4XL, 5XL, 6XL",,22,10,4.5,https://tiki.vn/dam-nu-trung-nien-rut-eo-700tb-p9969888.html?spid=73615828,Thu Huyen fashion
244,Tiki,database/product/image247.png,"Women's vest-shirt-style dress for office parties and streetwear, light brown and personality",Dresses,Girl,198,Brown,Cotton,Short,"M, L, XL, 2XL",,3,0,0,https://tiki.vn/dam-vay-nu-kieu-vest-so-mi-du-tiec-cong-so-dao-pho-nau-den-nhe-nhang-ca-tinh-p217149301.html?spid=217149342,NKladies
245,Tiki,database/product/image248.png,"Women's vest-shirt-style dress for office parties and streetwear, light brown and personality",Dresses,Girl,198,Black,Cotton,Short,"M, L, XL, 2XL",,3,0,0,https://tiki.vn/dam-vay-nu-kieu-vest-so-mi-du-tiec-cong-so-dao-pho-nau-den-nhe-nhang-ca-tinh-p217149301.html?spid=217149343,NKladies
246,shopee,database/product/image249.png,"Genuine MORSELA® - GROOVY PANTS women's khaki pants with box pockets, high quality wide leg, modern y2k style - Cargo Pant",Pants,Girl,550,"moss black,black",Khaki,Long,"S,M,L",36%,257,68,"4,9",https://shopee.vn/MORSELA®-chính-hãng-Quần-dài-kaki-nữ-túi-hộp-GROOVY-PANTS-cao-cấp-ống-rộng-phong-cách-y2k-hiện-đại-Cargo-Pant-i.140991354.20360743448?sp_atk=bc5533b2-e72a-4ba8-ad20-f4025319a174&xptdk=bc5533b2-e72a-4ba8-ad20-f4025319a174,MORSELA
247,shopee,database/product/image250.png,Khaki cargo shorts for men and women wholesale 47k many models,Shorts,Boy,140,Gray,Khaki,Medium,"M,L,XL,2XL",6%,6700,1900,"4,9",https://shopee.vn/Quần-short-túi-hộp-kaki-dành-cho-nam-nữ-sỉ-47k-nhiều-mẫu-i.4785377.7633455780?sp_atk=2e3757eb-e8ea-4533-91da-0cbf5712fac3&xptdk=2e3757eb-e8ea-4533-91da-0cbf5712fac2,TD Fashion Store
248,shopee,database/product/image251.png,Khaki cargo shorts for men and women wholesale 47k many models,Shorts,Boy,140,Black,Khaki,Medium,"M,L,XL,2XL",6%,6700,1900,"4,9",https://shopee.vn/Quần-short-túi-hộp-kaki-dành-cho-nam-nữ-sỉ-47k-nhiều-mẫu-i.4785377.7633455780?sp_atk=2e3757eb-e8ea-4533-91da-0cbf5712fac3&xptdk=2e3757eb-e8ea-4533-91da-0cbf5712fac3,TD Fashion Store
249,shopee,database/product/image252.png,"Unisex Box Shorts made of Velvet material, standard form for Men and Women",Shorts,Unisex,300,brown,Other,Short,"S,M,L,XL,2XL",49%,261,60,5,https://shopee.vn/Quần-short-Túi-Hộp-Unisex-chất-liệu-Nhung-tăm-form-chuẩn-cho-Nam-Nữ-i.512439302.17897645904?sp_atk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b&xptdk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b,HMM_Store
250,shopee,database/product/image253.png,"Unisex Box Shorts made of Velvet material, standard form for Men and Women",Shorts,Unisex,300,black,Other,Short,"S,M,L,XL,2XL",49%,261,60,5,https://shopee.vn/Quần-short-Túi-Hộp-Unisex-chất-liệu-Nhung-tăm-form-chuẩn-cho-Nam-Nữ-i.512439302.17897645904?sp_atk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b&xptdk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b,HMM_Store
251,shopee,database/product/image254.png,"Unisex Box Shorts made of Velvet material, standard form for Men and Women",Shorts,Unisex,300,white,Other,Short,"S,M,L,XL,2XL",49%,261,60,5,https://shopee.vn/Quần-short-Túi-Hộp-Unisex-chất-liệu-Nhung-tăm-form-chuẩn-cho-Nam-Nữ-i.512439302.17897645904?sp_atk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b&xptdk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b,HMM_Store
252,shopee,database/product/image255.png,"Unisex Box Shorts made of Velvet material, standard form for Men and Women",Shorts,Unisex,300,moss green,Other,Short,"S,M,L,XL,2XL",49%,261,60,5,https://shopee.vn/Quần-short-Túi-Hộp-Unisex-chất-liệu-Nhung-tăm-form-chuẩn-cho-Nam-Nữ-i.512439302.17897645904?sp_atk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b&xptdk=fe86f4a9-76ac-44cf-99a1-080c0b0fe83b,HMM_Store
253,shopee,database/product/image256.png,"Beautiful, high-quality, middle-aged men's khaki pants with thick fabric, standard form FF42G",Pants,Boy,177.5,custom,Khaki,Long,Custom,18%,8,5,"4,2",https://shopee.vn/Quần-kaki-nam-ống-suông-trung-niên-đẹp-cao-cấp-vải-dày-form-chuẩn-FF42G-i.279154480.12313357321?sp_atk=b14756e7-1e26-44b7-bd3b-d83c0ddd4fbd&xptdk=b14756e7-1e26-44b7-bd3b-d83c0ddd4fbd,Fish Fashion
254,shopee,database/product/image257.png,Long Sleep Pants CARO Plaid pattern home pants with elastic waist,Pants,Girl,160,custom,elastic,Long,"S,M",,879,218,"4,9",https://shopee.vn/Long-Sleep-Pants-CARO-Quần-mặc-ở-nhà-hoạ-tiết-kẻ-Caro-Lưng-chun-i.401686978.8629883135?sp_atk=01a9d45d-8a62-4f16-b230-333d5095d7d0&xptdk=01a9d45d-8a62-4f16-b230-333d5095d7d0,Joan.studio
255,shopee,database/product/image258.png,MULTI-COLOR TROUSERS (MH01) SUPER SALE [Moment House],Pants,Unisex,250,custom,Khaki,Long,"L,XL,2XL",32%,3600,998,"4,9",https://shopee.vn/QUẦN-TÂY-NHIỀU-MÀU-(MH01)-SIÊU-SALE-Moment-House--i.44366479.7477120140?sp_atk=4c7256a0-d456-4dd3-b315-1511bcfce1ee&xptdk=4c7256a0-d456-4dd3-b315-1511bcfce1ee,Moment House
256,shopee,database/product/image259.png,Hotrend basic pink wide-leg women's jeans,Pants,Girl,275,plain pink,"denim,khaki",Long,"S,M,L",40%,6,5,"4,8",https://shopee.vn/-TRÙM-SỈ-JEAN-Quần-jean-nữ-ống-rộng-Màu-Hồng-basic-hotrend-i.882569948.23801144040?sp_atk=17a72add-5ff1-4e79-886b-3fff490e6d93&xptdk=17a72add-5ff1-4e79-886b-3fff490e6d93,Wholesale Boss Jean
257,shopee,database/product/image260.png,"LOVITO solid color imitation cashmere scarf keeps warm, casual style for women LFA06295",Scarfs,Girl,43,Rose,Cashmere,Long,,33%,10,4,"5,0",https://shopee.vn/Kh%C4%83n-cho%C3%A0ng-c%E1%BB%95-LOVITO-gi%E1%BA%A3-cashmere-m%C3%A0u-tr%C6%A1n-gi%E1%BB%AF-%E1%BA%A5m-phong-c%C3%A1ch-th%C6%B0%E1%BB%9Dng-ng%C3%A0y-cho-n%E1%BB%AF-LFA06295-(x%C3%A1m-nh%E1%BA%A1t-h%E1%BB%93ng-b%E1%BB%A5i-l%E1%BA%A1c-%C4%91%C3%A0)-i.446089250.20295355046?sp_atk=dc765a93-1fe6-4d84-b164-53b514f66bf4&xptdk=dc765a93-1fe6-4d84-b164-53b514f66bf4,LOVITO OFFICIAL STORE
258,shopee,database/product/image261.png,"Cashmere scarf with checkered pattern, thick and fashionable striped wool scarf for men and women",Scarfs,Unisex,38,Kaki,Cashmere,Long,35-180cm,31%,62,10,"4,5",https://shopee.vn/Kh%C4%83n-qu%C3%A0ng-c%E1%BB%95-Cashmere-h%E1%BB%8Da-ti%E1%BA%BFt-caro-kh%C4%83n-len-k%E1%BA%BB-s%E1%BB%8Dc-ch%E1%BA%A5t-d%C3%A0y-d%E1%BA%B7n-th%E1%BB%9Di-trang-d%C3%A0nh-cho-nam-n%E1%BB%AF-i.985064560.24253848829?sp_atk=63980d21-cbcb-46ab-a1fa-ca5375e8a7ce&xptdk=63980d21-cbcb-46ab-a1fa-ca5375e8a7ce,A little fun
259,shopee,database/product/image262.png,Scarves - Vintage Style Warm Wool Scarves,Scarfs,Unisex,79.5,Red,Felt,Long,55-195cm,39%,63.3,15,"4,8",https://shopee.vn/Kha%CC%86n-Qu%C3%A0ng-C%E1%BB%95-Kh%C4%83n-Cho%C3%A0ng-C%E1%BB%95-Len-%E1%BA%A4m-%C3%81p-Phong-C%C3%A1ch-Vintage-K01-i.769085.3261115659?sp_atk=816b6d08-9e48-49c7-a740-4deaa4eb22bd&xptdk=816b6d08-9e48-49c7-a740-4deaa4eb22bd,QO Accessories
260,shopee,database/product/image263.png,Scarves - Korean Winter Wool Scarves,Scarfs,Girl,75,White,Felt,Long,70-200cm,46%,1.8,340,"4,9",https://shopee.vn/Kh%C4%83n-Choa%CC%80ng-C%C3%B4%CC%89-Kh%C4%83n-Da%CC%A3-Len-Qua%CC%80ng-C%C3%B4%CC%89-M%C3%B9a-%C4%90%C3%B4ng-H%C3%A0n-Qu%E1%BB%91c-K14-i.187040709.23683668788?sp_atk=43b59e0d-d13b-4688-8f30-dc56d8d6fff1&xptdk=43b59e0d-d13b-4688-8f30-dc56d8d6fff1,Shop for accessories and shoes
261,shopee,database/product/image264.png,Autumn and Winter Fashion Cashmere Scarves for Women,Scarfs,Girl,320.45,Blue,Cashmere,Long,140-140cm,50%,14,1,"5,0",https://shopee.vn/M%E1%BB%9Bi-Kh%C4%83n-Cho%C3%A0ng-C%E1%BB%95-V%E1%BA%A3i-cashmere-Th%E1%BB%9Di-Trang-Thu-%C4%90%C3%B4ng-Cho-N%E1%BB%AF-i.1017820603.22881365564?sp_atk=54839157-9ef3-4d92-ae76-dfc301b428b0&xptdk=54839157-9ef3-4d92-ae76-dfc301b428b0,xinyaofashionclothing.vn
262,shopee,database/product/image265.png,"Unisex wool scarf for men and women, Thick knitted cashmere scarf to keep warm for fall and winter fashion",Scarfs,Unisex,165,Green,Cashmere,Long,35-175cm,47%,1.4,300,"5,0",https://shopee.vn/Kh%C4%83n-len-qu%C3%A0ng-c%E1%BB%95-unisex-nam-n%E1%BB%AF-Kh%C4%83n-cashmere-d%C3%A0y-len-%C4%91an-gi%E1%BB%AF-%E1%BA%A5m-th%E1%BB%9Di-trang-thu-%C4%91%C3%B4ng-nhi%E1%BB%81u-m%C3%A0u-35x175cm-m%C3%A3-LN031-i.34484193.20163037253?sp_atk=b7f77afe-44b6-4c1c-9790-64be0d07ae05&xptdk=b7f77afe-44b6-4c1c-9790-64be0d07ae05,Dou Collection
263,shopee,database/product/image266.png,"Unisex woolen scarf for men and women, thick cashmere scarf with multicolored checkered patterns for fall and winter fashion",Scarfs,Unisex,123.3,Black,Cashmere,Long,38-188cm,43%,3,551,"4,9",https://shopee.vn/Kh%C4%83n-len-nam-n%E1%BB%AF-unisex-qu%C3%A0ng-c%E1%BB%95-Kh%C4%83n-cashmere-d%C3%A0y-h%E1%BB%8Da-ti%E1%BA%BFt-caro-nhi%E1%BB%81u-m%C3%A0u-th%E1%BB%9Di-trang-thu-%C4%91%C3%B4ng-M%C3%A3-LN030-i.34484193.20259754278,Dou Collection
264,shopee,database/product/image267.png,Unisex wool scarf (cashmere scarf) with checkered pattern to keep warm in winter,Scarfs,Unisex,159,Red,Cashmere,Long,60-195cm,46%,732,166,"4,9",https://shopee.vn/-NowShip2h-Kh%C4%83n-cho%C3%A0ng-c%E1%BB%95-len-(Kh%C4%83n-cashmere)-Unisex-h%E1%BB%8Da-ti%E1%BA%BFt-caro-gi%E1%BB%AF-%E1%BA%A5m-m%C3%B9a-%C4%91%C3%B4ng-60x195cm-PJN.ARC-M%C3%A3-LN013-i.34484193.13856829867,Dou Collection
265,shopee,database/product/image268.png,"Woolen scarf for men and women, unisex cashmere scarf with checkered pattern mixed in many colors for fall and winter fashion",Scarfs,Unisex,145,Black,Cashmere,Long,70-200cm,40%,22,4,"5,0",https://shopee.vn/Kh%C4%83n-len-qu%C3%A0ng-c%E1%BB%95-nam-n%E1%BB%AF-Kh%C4%83n-cashmere-unisex-h%E1%BB%8Da-ti%E1%BA%BFt-caro-ph%E1%BB%91i-nhi%E1%BB%81u-m%C3%A0u-th%E1%BB%9Di-trang-thu-%C4%91%C3%B4ng-70x200cm-m%C3%A3-LN029-i.34484193.18359657297,Dou Collection
266,shopee,database/product/image269.png,High Quality Thick Checkered Wool Cashmere Scarf Autumn Winter Fashion,Scarfs,Unisex,145,White,Cashmere,Long,100-135cm,43%,203,49,"5,0",https://shopee.vn/-Nowship2h-Kh%C4%83n-Cho%C3%A0ng-C%E1%BB%95-Cashmere-Len-H%E1%BB%8Da-Ti%E1%BA%BFt-Caro-D%C3%A0y-Cao-C%E1%BA%A5p-Th%E1%BB%9Di-Trang-Thu-%C4%90%C3%B4ng-100x135cm-Douyin-M%C3%A3-LN020-i.34484193.16275557740,Dou Collection
267,shopee,database/product/image270.png,"Woolen scarves for men and women, thick checkered cashmere scarves for autumn and winter brown fashion",Scarfs,Unisex,149,Brown,Cashmere,Long,62-196cm,47%,187,47,"5,0",https://shopee.vn/Kh%C4%83n-len-qu%C3%A0ng-c%E1%BB%95-nam-n%E1%BB%AF-Kh%C4%83n-cashmere-caro-d%C3%A0y-cho%C3%A0ng-c%E1%BB%95-th%E1%BB%9Di-trang-thu-%C4%91%C3%B4ng-m%C3%A0u-n%C3%A2u-62x196cm-M%C3%A3-LN028-i.34484193.19455135401,Dou Collection
268,shopee,database/product/image271.png,"Korean-style plain winter scarf, hot trend 2023",Scarfs,Unisex,69,Red,Wool,Long,35-170cm,19%,11.5,2.8,"4,9",https://shopee.vn/Kh%C4%83n-qu%C3%A0ng-c%E1%BB%95-m%C3%B9a-%C4%91%C3%B4ng-tr%C6%A1n-ch%E1%BA%A5t-d%E1%BA%A1-len-phong-c%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-hot-trend-2023-i.66043535.12447967677?sp_atk=e2d062a8-9836-459f-8649-2efebc5b5bec&xptdk=e2d062a8-9836-459f-8649-2efebc5b5bec,Camellia Mart
269,shopee,database/product/image272.png,Scarves - Korean Winter Wool Scarves,Scarfs,Girl,85,White,Wool,Long,70-180cm,46%,8.9,2.1,"4,9",https://shopee.vn/Kh%C4%83n-Choa%CC%80ng-C%C3%B4%CC%89-Kh%C4%83n-Da%CC%A3-Len-Qua%CC%80ng-C%C3%B4%CC%89-M%C3%B9a-%C4%90%C3%B4ng-H%C3%A0n-Qu%E1%BB%91c-i.62186655.13463111122?sp_atk=8e620bed-7e99-4140-bb18-e7c3d34ead04&xptdk=8e620bed-7e99-4140-bb18-e7c3d34ead04,BeeCrazee
270,shopee,database/product/image273.png,Apirily Women's Scarves Tag Official Wool Scarves for Men and Women Fashion Thick Warm Long Wool,Scarfs,Unisex,45,Pinky,Canvas,Long,70-200cm,49%,1.1,207,"4,5",https://shopee.vn/Apirily-Kh%C4%83n-Cho%C3%A0ng-C%E1%BB%95-N%E1%BB%AF-Tag-Official-Kh%C4%83n-Len-Cho%C3%A0ng-C%E1%BB%95-Nam-N%E1%BB%AF-Th%E1%BB%9Di-Trang-Ch%E1%BA%A5t-Len-D%C3%A0y-%E1%BA%A4m-%C3%81p-D%C3%A0i-WSP23B00O5-44Z231101-i.1032539235.18085945434?sp_atk=48ac0e3e-9383-4f3f-a719-2c96f0187ba5&xptdk=48ac0e3e-9383-4f3f-a719-2c96f0187ba5,HUAZHENMIAN
271,shopee,database/product/image274.png,"High Quality Multi-Colored Cashmere Wool Scarves for Men and Women, Beautiful Products at Cheap Prices",Scarfs,Unisex,37.9,White,Cashmere,Long,70-200cm,31%,14,3.4,"4,8",https://shopee.vn/Kh%C4%83ng-Choa%CC%80ng-C%C3%B4%CC%89-Da%CC%A3-Len-Qua%CC%80ng-Nam-N%C6%B0%CC%83-Cao-C%C3%A2%CC%81p-Nhi%C3%AA%CC%80u-Ma%CC%80u-Cashmere-Ha%CC%80ng-%C4%90e%CC%A3p-Gia%CC%81-Re%CC%89-i.48311894.1602031702?sp_atk=8974ec6d-78e3-40fa-bbec-f4c6400f9354&xptdk=8974ec6d-78e3-40fa-bbec-f4c6400f9354,Bra & Knickers
272,shopee,database/product/image275.png,"Scarves, wool scarves size 180x70 for men and women, many colors, soft and smooth",Scarfs,Unisex,50,Orange,Wool,Long,70-180cm,9%,25.4,4,"4,8",https://shopee.vn/Kh%C4%83n-qu%C3%A0ng-c%E1%BB%95-kh%C4%83n-len-k%C3%ADch-th%C6%B0%E1%BB%9Bc-180x70-nam-n%E1%BB%AF-nhi%E1%BB%81u-m%C3%A0u-ch%E1%BA%A5t-m%E1%BB%81m-m%E1%BB%8Bn-i.144949363.20664596038?sp_atk=8b9a9d6e-e0c3-4941-b6a1-e92bcec542d3&xptdk=8b9a9d6e-e0c3-4941-b6a1-e92bcec542d3,Bra & Knickers
